34,0.893233577651568,A
97,0.5220365810418249,C
1,0.8910290099952868,C
62,0.3723665232655804,A
78,0.6829927280952892,C
66,0.8130930443213821,A
49,0.433073500939854,B
64,0.8902616470589485,A
7,0.8762326273387642,B
46,0.9820478896317076,B
71,0.4904208923575414,B
46,0.5995528387120886,C
85,0.3522539105841085,B
39,0.6031823145353573,C
47,0.9337428647560563,B
76,0.8617011251202854,B
25,0.6299369138425801,A
77,0.7173184608734776,A
93,0.22794108176260863,B
78,0.5953908547889617,C
86,0.6418870676835357,A
76,0.8685059004615171,B
23,0.0064517541135898915,C
9,0.5946525661911148,B
12,0.997734340953617,B
75,0.48223656847245,B
52,0.45403330202917624,C
73,0.5893185047885972,C
33,0.18838635049059838,A
6,0.1488293949150329,A
95,0.2503234927050618,A
84,0.28662594699038324,B
38,0.30775849782258413,C
3,0.8560318021620676,C
29,0.22964255777428366,A
67,0.06978359769751419,B
8,0.8218121754974458,B
11,0.8386852724833267,C
23,0.1666453468887007,C
13,0.6232628445961049,C
42,0.012986185222878421,B
89,0.48803772524069056,B
10,0.5191774650361392,A
35,0.42051999845558674,C
36,0.38203762694256915,B
13,0.2651004986345996,A
61,0.4351242877332878,B
38,0.3383689562903499,A
75,0.5881703246368986,B
40,0.47444305063739733,C
88,0.022822704435989993,B
29,0.2831695332572701,C
24,0.8484918255980932,C
44,0.4475243889728132,B
86,0.32697969692493956,C
57,0.31476290035040777,A
24,0.5634045147021669,A
76,0.5341571518389855,B
68,0.05726033133507169,A
41,0.6474749744109903,A
58,0.8412624687981337,A
36,0.6376591569295628,C
75,0.6346627281622399,C
21,0.12604537215822342,A
60,0.3471177858582679,C
92,0.40478330060323964,C
20,0.19983445547471013,A
34,0.7533644514165604,C
35,0.5416479362007193,B
62,0.6158175905805104,A
83,0.08390157434486956,B
75,0.23530430683267767,C
33,0.3754858434093796,C
91,0.7435546399274544,C
85,0.890846193872356,A
55,0.43684619465790286,B
78,0.9464720865935601,A
67,0.8377103486844129,C
99,0.08291260439107973,A
51,0.0333327055649999,C
33,0.09954201994915302,B
36,0.7476617326014208,A
61,0.2400611183284752,C
70,0.7017794397871004,B
7,0.5017469384149649,A
59,0.11545044166578666,A
17,0.6415228653165939,B
13,0.4306118685279563,C
1,0.3797615988696854,C
31,0.9809124970525726,B
63,0.681122212326695,C
16,0.5068010503507931,A
45,0.8316896980529532,B
59,0.9118990962749527,C
97,0.9575427340791623,A
34,0.556424823260029,B
42,0.9674246608590763,C
19,0.7612460871853013,C
67,0.814624696838748,C
64,0.9737871204820502,B
18,0.671311647513738,C
52,0.7991456550862592,C
27,0.37891115096940553,A
74,0.3982742834975387,A
